  4_4  3_3  0.105
  4_5  3_5  0.105
  4_5  3_6  0.105
  4_5  4_6  0.105
  4_5  5_6  0.105
  4_5  5_5  0.105
  4_5  5_4  0.105
  4_5  4_4  0.105
  4_5  3_4  0.105
  4_6  3_6  0.105
  4_6  3_7  0.105
  4_6  4_7  0.175
  4_6  5_7  0.15
  4_6  5_6  0.105
  4_6  5_5  0.105
  4_6  4_5  0.105
  4_6  3_5  0.105
  4_7  3_7  0.105
  4_7  3_8  0.105
  4_7  4_8  0.175
  4_7  5_8  0.15
  4_7  5_7  0.15
  4_7  5_6  0.105
  4_7  4_6  0.105
  4_7  3_6  0.105
  4_8  3_8  0.105
  4_8  3_9  0.175
  4_8  4_9  0.175
  4_8  5_9  0.25
  4_8  5_8  0.15
  4_8  5_7  0.15
  4_8  4_7  0.175
  4_8  3_7  0.105
  4_9  3_9  0.175
  4_9  3_10  0.105
  4_9  4_10  0.105
  4_9  5_10  0.175
  4_9  5_9  0.25
  4_9  5_8  0.15
  4_9  4_8  0.175
  4_9  3_8  0.105
  4_10  3_10  0.105
  4_10  3_11  0.175
  4_10  4_11  0.105
  4_10  5_11  0.175
  4_10  5_10  0.175
  4_10  5_9  0.25
  4_10  4_9  0.175
  4_10  3_9  0.175
  4_11  3_11  0.175
  4_11  3_12  0.175
  4_11  4_12  0.105
  4_11  5_12  0.175
  4_11  5_11  0.175
  4_11  5_10  0.175
  4_11  4_10  0.105
  4_11  3_10  0.105
  4_12  3_12  0.175
  4_12  3_13  0.105
  4_12  4_13  0.175
  4_12  5_13  0.25
  4_12  5_12  0.175
  4_12  5_11  0.175
  4_12  4_11  0.105
  4_12  3_11  0.175
  4_13  3_13  0.105
  4_13  3_14  0.105
  4_13  4_14  0.175
  4_13  5_14  0.25
  4_13  5_13  0.25
  4_13  5_12  0.175
  4_13  4_12  0.105
  4_13  3_12  0.175
  4_14  3_14  0.105
  4_14  3_15  0.175
  4_14  4_15  0.105
  4_14  5_15  0.175
  4_14  5_14  0.25
  4_14  5_13  0.25
  4_14  4_13  0.175
  4_14  3_13  0.105
  4_15  3_15  0.175
  4_15  3_16  0.105
  4_15  4_16  0.105
  4_15  5_16  0.105
  4_15  5_15  0.175
  4_15  5_14  0.25
  4_15  4_14  0.175
  4_15  3_14  0.105
  4_16  3_16  0.105
  4_16  3_17  0.105
  4_16  4_17  0.105
  4_16  5_17  0.105
  4_16  5_16  0.105
  4_16  5_15  0.175
  4_16  4_15  0.105
  4_16  3_15  0.175
  4_17  3_17  0.105
  4_17  3_18  0.105
  4_17  4_18  0.105
  4_17  5_18  0.105
  4_17  5_17  0.105
  4_17  5_16  0.105
  4_17  4_16  0.105
  4_17  3_16  0.105
  4_18  3_18  0.105
  4_18  3_19  0.105
  4_18  4_19  0.105
  4_18  5_19  0.105
  4_18  5_18  0.105
  4_18  5_17  0.105
  4_18  4_17  0.105
  4_18  3_17  0.105
  4_19  3_19  0.105
  4_19  3_20  0.175
  4_19  4_20  0.105
  4_19  5_20  0.175
  4_19  5_19  0.105
  4_19  5_18  0.105
  4_19  4_18  0.105
  4_19  3_18  0.105
  4_20  3_20  0.175
  4_20  3_21  0.175
  4_20  4_21  0.105
  4_20  5_21  0.25
  4_20  5_20  0.175
  4_20  5_19  0.105
  4_20  4_19  0.105
  4_20  3_19  0.105
  4_21  3_21  0.175
  4_21  5_21  0.25
  4_21  5_20  0.175
  4_21  4_20  0.105
  4_21  3_20  0.175
  5_1  4_1  0.175
  5_1  4_2  0.175
  5_1  5_2  0.15
  5_1  6_2  0.15
  5_1  6_1  0.15
  5_2  4_2  0.175
  5_2  4_3  0.105
  5_2  5_3  0.105
  5_2  6_3  0.105
  5_2  6_2  0.15
  5_2  6_1  0.15
  5_2  5_1  0.175
  5_2  4_1  0.175
  5_3  4_3  0.105
  5_3  4_4  0.105
  5_3  5_4  0.105
  5_3  6_4  0.105
  5_3  6_3  0.105
  5_3  6_2  0.15
  5_3  5_2  0.15
  5_3  4_2  0.175
  5_4  4_4  0.105
  5_4  4_5  0.105
  5_4  5_5  0.105
  5_4  6_5  0.105
  5_4  6_4  0.105
  5_4  6_3  0.105
  5_4  5_3  0.105
  5_4  4_3  0.105
  5_5  4_5  0.105
  5_5  4_6  0.105
  5_5  5_6  0.105
  5_5  6_6  0.105
  5_5  6_5  0.105
  5_5  6_4  0.105
  5_5  5_4  0.105
  5_5  4_4  0.105
  5_6  4_6  0.105
  5_6  4_7  0.175
  5_6  5_7  0.15
  5_6  6_7  0.175
  5_6  6_6  0.105
  5_6  6_5  0.105
  5_6  5_5  0.105
  5_6  4_5  0.105
  5_7  4_7  0.175
  5_7  4_8  0.175
  5_7  5_8  0.15
  5_7  6_8  0.15
  5_7  6_7  0.175
  5_7  6_6  0.105
  5_7  5_6  0.105
  5_7  4_6  0.105
  5_8  4_8  0.175
  5_8  4_9  0.175
  5_8  5_9  0.25
  5_8  6_9  0.25
  5_8  6_8  0.15
  5_8  6_7  0.175
  5_8  5_7  0.15
  5_8  4_7  0.175
  5_9  4_9  0.175
  5_9  4_10  0.105
  5_9  5_10  0.175
  5_9  6_10  0.15
  5_9  6_9  0.25
  5_9  6_8  0.15
  5_9  5_8  0.15
  5_9  4_8  0.175
  5_10  4_10  0.105
  5_10  4_11  0.105
  5_10  5_11  0.175
  5_10  6_11  0.15
  5_10  6_10  0.15
  5_10  6_9  0.25
  5_10  5_9  0.25
  5_10  4_9  0.175
  5_11  4_11  0.105
  5_11  4_12  0.105
  5_11  5_12  0.175
  5_11  6_12  0.175
  5_11  6_11  0.15
  5_11  6_10  0.15
  5_11  5_10  0.175
  5_11  4_10  0.105
  5_12  4_12  0.105
  5_12  4_13  0.175
  5_12  5_13  0.25
  5_12  6_13  0.105
  5_12  6_12  0.175
  5_12  6_11  0.15
  5_12  5_11  0.175
  5_12  4_11  0.105
  5_13  4_13  0.175
  5_13  4_14  0.175
  5_13  5_14  0.25
  5_13  6_14  0.25
  5_13  6_13  0.105
  5_13  6_12  0.175
  5_13  5_12  0.175
  5_13  4_12  0.105
  5_14  4_14  0.175
  5_14  4_15  0.105
  5_14  5_15  0.175
  5_14  6_15  0.25
  5_14  6_14  0.25
  5_14  6_13  0.105
  5_14  5_13  0.25
  5_14  4_13  0.175
  5_15  4_15  0.105
  5_15  4_16  0.105
  5_15  5_16  0.105
  5_15  6_16  0.105
  5_15  6_15  0.25
  5_15  6_14  0.25
  5_15  5_14  0.25
  5_15  4_14  0.175
  5_16  4_16  0.105
  5_16  4_17  0.105
  5_16  5_17  0.105
  5_16  6_17  0.105
  5_16  6_16  0.105
  5_16  6_15  0.25
  5_16  5_15  0.175
  5_16  4_15  0.105
  5_17  4_17  0.105
  5_17  4_18  0.105
  5_17  5_18  0.105
  5_17  6_18  0.105
  5_17  6_17  0.105
  5_17  6_16  0.105
  5_17  5_16  0.105
  5_17  4_16  0.105
  5_18  4_18  0.105
  5_18  4_19  0.105
  5_18  5_19  0.105
  5_18  6_19  0.105
  5_18  6_18  0.105
  5_18  6_17  0.105
  5_18  5_17  0.105
  5_18  4_17  0.105
  5_19  4_19  0.105
  5_19  4_20  0.105
  5_19  5_20  0.175
  5_19  6_20  0.175
  5_19  6_19  0.105
  5_19  6_18  0.105
  5_19  5_18  0.105
  5_19  4_18  0.105
  5_20  4_20  0.105
  5_20  4_21  0.105
  5_20  5_21  0.25
  5_20  6_21  0.25
  5_20  6_20  0.175
  5_20  6_19  0.105
  5_20  5_19  0.105
  5_20  4_19  0.105
  5_21  4_21  0.105
  5_21  6_21  0.25
  5_21  6_20  0.175
  5_21  5_20  0.175
  5_21  4_20  0.105
  6_1  5_1  0.175
  6_1  5_2  0.15
  6_1  6_2  0.15
  6_1  7_2  0.15
  6_1  7_1  0.25
  6_2  5_2  0.15
  6_2  5_3  0.105
  6_2  6_3  0.105
  6_2  7_3  0.15
  6_2  7_2  0.15
  6_2  7_1  0.25
  6_2  6_1  0.15
  6_2  5_1  0.175
  6_3  5_3  0.105
  6_3  5_4  0.105
  6_3  6_4  0.105
  6_3  7_4  0.25
  6_3  7_3  0.15
  6_3  7_2  0.15
  6_3  6_2  0.15
  6_3  5_2  0.15
  6_4  5_4  0.105
  6_4  5_5  0.105
  6_4  6_5  0.105
  6_4  7_5  0.325
  6_4  7_4  0.25
  6_4  7_3  0.15
  6_4  6_3  0.105
  6_4  5_3  0.105
  6_5  5_5  0.105
  6_5  5_6  0.105
  6_5  6_6  0.105
  6_5  7_6  0.15
  6_5  7_5  0.325
  6_5  7_4  0.25
  6_5  6_4  0.105
  6_5  5_4  0.105
  6_6  5_6  0.105
  6_6  5_7  0.15
  6_6  6_7  0.175
  6_6  7_7  0.15
  6_6  7_6  0.15
  6_6  7_5  0.325
  6_6  6_5  0.105
  6_6  5_5  0.105
  6_7  5_7  0.15
  6_7  5_8  0.15
  6_7  6_8  0.15
  6_7  7_8  0.105
  6_7  7_7  0.15
  6_7  7_6  0.15
  6_7  6_6  0.105
  6_7  5_6  0.105
  6_8  5_8  0.15
  6_8  5_9  0.25
  6_8  6_9  0.25
  6_8  7_9  0.105
  6_8  7_8  0.105
  6_8  7_7  0.15
  6_8  6_7  0.175
  6_8  5_7  0.15
  6_9  5_9  0.25
  6_9  5_10  0.175
  6_9  6_10  0.15
  6_9  7_10  0.25
  6_9  7_9  0.105
  6_9  7_8  0.105
  6_9  6_8  0.15
  6_9  5_8  0.15
  6_10  5_10  0.175
  6_10  5_11  0.175
  6_10  6_11  0.15
  6_10  7_11  0.25
  6_10  7_10  0.25
  6_10  7_9  0.105
  6_10  6_9  0.25
  6_10  5_9  0.25
  6_11  5_11  0.175
  6_11  5_12  0.175
  6_11  6_12  0.175
  6_11  7_12  0.25
  6_11  7_11  0.25
  6_11  7_10  0.25
  6_11  6_10  0.15
  6_11  5_10  0.175
  6_12  5_12  0.175
  6_12  5_13  0.25
  6_12  6_13  0.105
  6_12  7_13  0.175
  6_12  7_12  0.25
  6_12  7_11  0.25
  6_12  6_11  0.15
  6_12  5_11  0.175
  6_13  5_13  0.25
  6_13  5_14  0.25
  6_13  6_14  0.25
  6_13  7_14  0.25
  6_13  7_13  0.175
  6_13  7_12  0.25
  6_13  6_12  0.175
  6_13  5_12  0.175
  6_14  5_14  0.25
  6_14  5_15  0.175
  6_14  6_15  0.25
  6_14  7_15  0.25
  6_14  7_14  0.25
  6_14  7_13  0.175
  6_14  6_13  0.105
  6_14  5_13  0.25
  6_15  5_15  0.175
  6_15  5_16  0.105
  6_15  6_16  0.105
  6_15  7_16  0.25
  6_15  7_15  0.25
  6_15  7_14  0.25
  6_15  6_14  0.25
  6_15  5_14  0.25
  6_16  5_16  0.105
  6_16  5_17  0.105
  6_16  6_17  0.105
  6_16  7_17  0.325
  6_16  7_16  0.25
  6_16  7_15  0.25
  6_16  6_15  0.25
  6_16  5_15  0.175
  6_17  5_17  0.105
  6_17  5_18  0.105
  6_17  6_18  0.105
  6_17  7_18  0.15
  6_17  7_17  0.325
  6_17  7_16  0.25
  6_17  6_16  0.105
  6_17  5_16  0.105
  6_18  5_18  0.105
  6_18  5_19  0.105
  6_18  6_19  0.105
  6_18  7_19  0.175
  6_18  7_18  0.15
  6_18  7_17  0.325
  6_18  6_17  0.105
  6_18  5_17  0.105
  6_19  5_19  0.105
  6_19  5_20  0.175
  6_19  6_20  0.175
  6_19  7_20  0.25
  6_19  7_19  0.175
  6_19  7_18  0.15
  6_19  6_18  0.105
  6_19  5_18  0.105
  6_20  5_20  0.175
  6_20  5_21  0.25
  6_20  6_21  0.25
  6_20  7_21  0.15
  6_20  7_20  0.25
  6_20  7_19  0.175
  6_20  6_19  0.105
  6_20  5_19  0.105
  6_21  5_21  0.25
  6_21  7_21  0.15
  6_21  7_20  0.25
  6_21  6_20  0.175
  6_21  5_20  0.175
  7_1  6_1  0.15
  7_1  6_2  0.15
  7_1  7_2  0.15
